img_name,class_id,x1,x2,y1,y2
d1842326-1603-43b6-9bc4-c295f5da3c85.png,0,111,153,190,218
4d371909-4df6-41f1-a404-7cad5720927a.png,0,88,133,62,94
52706191-694e-40e0-b9f0-ea81ed03de2e.png,0,69,195,58,203
0efc60fb-8582-4dc5-9c6c-a9bc2c8bfc04.png,0,102,220,1,227
9c4c8516-5fd9-4334-9cff-d95987c3336b.png,0,112,157,177,209
753bc4cf-b705-4163-bb9b-47a5008799d1.png,0,37,71,146,172
86159e97-194a-45f3-9bbf-7307afb12dcb.png,0,195,227,68,95
29af4daa-f6f6-4cf3-8a0f-57339bc7cc0b.png,0,101,165,136,179
98943136-2723-4fcb-9633-f88bcee2aacd.png,0,35,199,1,220
a553752e-fec6-4f0b-a70b-00d3d07e4049.png,0,24,236,70,219
48f135f9-d7e9-4056-aab4-5e7f8eeadb81.png,0,113,159,108,136
4cd99b85-841a-4ad0-bd01-76409874f40a.png,0,158,170,120,131
6f6e0268-f397-416f-8bab-be5a2993053c.png,0,115,167,100,142
1f62195f-43d8-487b-b354-f4501c9f6a75.png,0,46,121,90,139
f2d67735-9521-4531-96b5-19808dabf494.png,0,35,198,53,157
a30a844b-1dda-46ef-ab67-ea7b2cc1258d.png,0,52,216,52,165
08bfd04e-f58f-48b3-a88c-1c71fda54fdc.png,0,79,99,83,94
847f06ac-cf1c-431a-bb20-24dd42841c09.png,0,174,183,113,121
2c909597-1f90-4c42-ae4f-91ee08b5bf6a.png,0,68,201,61,174
619a0fac-093f-431c-9492-f93be60cbd12.png,0,80,125,117,145
50f44ef8-3151-4cdd-9d7e-b3a3650964a1.png,0,5,191,53,216
4369605a-c49f-477a-b045-b668e02b934b.png,0,89,209,88,213
b3b04f78-c28a-415e-bed7-4207f46a153f.png,0,48,229,48,185
463adf14-e0f3-4274-a2ed-5e45acc93f63.png,0,100,177,84,140
ce7378ad-1ea0-41a2-9370-24250bebcb7c.png,0,135,167,91,120
a04aee98-8cc7-4e77-a241-8a2094707de2.png,0,49,186,138,232
91a164be-15ef-44f3-9670-755518d9f4e2.png,0,49,208,70,179
aeb8fad9-0540-4840-b14f-b150647910ac.png,0,111,151,120,173
a010e364-e574-4d16-9925-4497a77d1a3a.png,0,142,208,181,220
3b506b83-85be-4dd3-9a73-3073f4945262.png,0,17,244,65,220
6b0cb596-450f-495a-b073-25e3d4a423c1.png,0,48,154,35,112
7efa0149-f3b4-4936-bb6b-a1c65d800560.png,0,64,193,77,169
d05a6313-f68a-4536-af06-08954b8f58a8.png,0,109,191,115,166
5c6b0eaf-a0fc-4a96-bab0-7e87eb7af73f.png,0,43,232,37,166
e5a27206-f2ea-4dbc-9afc-9a0b68a5bef3.png,0,117,218,90,161
143fbd6d-a5ac-4209-8507-26d395dfbfb9.png,0,71,116,78,111
930a8185-b623-40c7-8dea-76ccd06fa5cf.png,0,68,208,111,200
f8e778be-8c9a-4157-8d79-135d4bd07573.png,0,93,186,118,172
15304fb6-6896-481d-affb-697e366faabd.png,0,119,168,110,146
1a709f5e-7066-4775-b15f-8cfbab449783.png,0,47,206,62,209
ac7a9620-b465-4d76-80b6-19ffcd50726b.png,0,46,224,83,189
ab373d97-b139-40ee-8cab-c98e343f5d4f.png,0,82,194,57,132
580ec2b0-d532-48f5-afb7-004aad7a484a.png,0,0,254,34,244
6c39866d-2364-49cd-a210-8e14c5215693.png,0,33,255,44,197
ee1023a1-f024-4bd1-8bc4-e950e72357b0.png,0,101,166,127,173
b433845c-1971-4f33-a4f8-e54efac72473.png,0,143,182,135,162
36e0db74-4b29-443e-8f08-b498da3ceeb9.png,0,214,247,33,53
59845398-5735-4a9b-a37b-3b4ae6aab9b5.png,0,0,255,23,221
6e1ce2a4-b41c-4357-8fa3-9d8704337307.png,0,80,161,46,107
a79a21f1-be03-4ecd-aeef-6b3f641d9591.png,0,98,160,118,167
80dda6a9-eee8-4247-8c62-3c39bcec3641.png,0,38,89,146,184
a0697541-dc43-44b1-b3d2-017721605527.png,0,130,164,66,136
44dfa798-3784-4d4a-954b-5688b5b484b9.png,0,55,194,92,178
499fae86-73ec-4428-b593-29eb96d1f37f.png,0,62,213,6,157
265b30c5-3a85-4ae2-b50b-10b3f553e42e.png,0,48,48,56,56
32fd0efb-3f08-4491-9f5a-fb541ad77add.png,0,74,189,35,103
2546cc0f-8279-45bd-8925-3b1408a314f7.png,0,56,217,34,152
8f8bf7d0-5865-4d5e-9308-8f91c9002a34.png,0,56,188,83,191
7f236b84-166c-4789-b7df-4ece5fb88294.png,0,167,201,34,67
b49d3cc2-d40f-4c33-951f-b312be3de684.png,0,62,110,64,112
82f40001-da1e-4d78-87eb-95571e65efab.png,0,28,196,96,206
425d9816-d5de-41b7-b3e1-42df41614fb4.png,0,76,164,12,68
ab82a0c6-60fb-49f5-b97f-9be2ed65a72f.png,0,71,214,58,153
5d594d50-a53d-4ce2-97e4-89421accaf37.png,0,115,133,109,126
55e31157-40d5-4cea-bab9-1446fb60e5da.png,0,3,155,9,253
8fa1cba9-100a-4a50-aefc-ff8d12a87536.png,0,54,204,12,116
b92d0b64-a3ca-484e-bc3f-00bfc369f544.png,0,27,253,84,229
a8f2a0b2-d23b-4cb8-8cc5-2106b9f519ad.png,0,110,176,120,165
ed18c849-178c-4505-b2dc-e5a813d08226.png,0,28,216,87,215
a6368c13-efda-4f61-ba17-6beabd64710e.png,0,21,217,11,171
898bea17-1b43-4f4e-9cd0-e527a9db4452.png,0,100,141,166,195
1c7bff5f-6f1a-4e07-bc21-e358bd89c568.png,0,94,150,128,191
7d66629a-e780-4714-bc53-78b3ba016218.png,0,12,234,30,215
5efa58ec-c8b1-4687-b2de-6fa226656f15.png,0,49,178,150,228
ecd1f1b7-452e-470e-9fc3-f0f262851413.png,0,45,232,42,167
d4a50d6c-641b-4b74-a74b-ecef4c8b5161.png,0,4,239,18,177
b6d2cc29-fc60-4063-939e-cd01a9b7cf46.png,0,219,254,227,250
c7827811-fe0c-468d-a2fd-8a7390179b94.png,0,122,150,96,131
891c144e-0ee2-4e4d-89cc-b039768942eb.png,0,81,100,223,241
a2799095-8b93-421e-9e5e-4f5278a08540.png,0,29,248,39,191
d4467126-a231-490a-9487-4e03d3f0334b.png,0,42,201,7,110
89cfe178-357c-448a-839f-c3ff8aad5220.png,0,86,159,145,212
b1b7ac78-f69f-4048-81ec-801cbca83975.png,0,126,150,77,109
def37ad5-293e-4a25-b025-7389d986f942.png,0,20,253,40,221
a68b5f6b-43e6-45a9-aa82-69659506153d.png,0,84,225,57,141
2a08a470-6ad1-4830-87ea-b971f1da4534.png,0,40,188,27,151
62785e51-2765-410c-884c-28dbbd2c2ba4.png,0,90,155,156,209
158396c8-6c53-43d7-a1df-7d26a31f8404.png,0,118,118,125,125
6f58d3d8-28a2-4061-8ae2-82827b7912af.png,0,80,150,11,56
e9e14e23-1ab2-48c2-afb1-999d1b6682ae.png,0,102,151,100,128
7717570b-e3e0-4b43-974f-291d09a9c3c6.png,0,167,183,115,124
ae426d84-a425-4084-aad9-06da15bee567.png,0,90,139,168,204
1d113d21-bceb-481f-bc31-a596c3b9f48d.png,0,76,229,8,233
82d8c60f-c5d6-449e-86bb-9ec031600311.png,0,35,85,81,111
3ce777d9-ab31-4154-a9f4-6d13c6c02407.png,0,39,215,21,139
ad0699be-24de-4db8-b38b-6a0cda4766ef.png,0,72,127,100,155
cd2f7cd7-b748-4a97-b624-e20a6664162d.png,0,7,253,20,210
954813b6-de96-41d3-a695-864c8b89a03d.png,0,69,222,54,176
2bf66d60-6b5d-4eeb-92b8-3c2ad9af0a67.png,0,46,209,109,226
2876feaa-9c54-43ab-8971-2e92825c25bf.png,0,123,148,186,204
1acd16d7-c182-4a83-b037-d3e593d4ebbf.png,0,74,178,60,200
487e7844-2bcb-45f7-a590-60700ca3cda3.png,0,94,219,81,175
74328499-0c36-48b5-83bc-b8bf2141c69c.png,0,49,237,65,176
ca02d59b-0a0b-452b-9518-65b6de7a85ae.png,0,80,171,109,174
6f67252a-19f9-4631-a66f-9da521dacf04.png,0,49,208,71,174
e6d361be-83ae-4a48-b5ac-d1b2fba8e7a5.png,0,11,241,89,235
242fbb28-e04d-4c3c-a3fb-bef88eea5c39.png,0,61,173,29,175
186bd918-c218-40ea-a560-f9169518552f.png,0,120,176,85,130
12e0fc1e-acba-496b-8b3f-b94af5eff0ec.png,0,31,212,98,203
349ce047-cbce-40d1-93ec-c0105d098521.png,0,115,182,81,130
8a172d34-c73a-408c-9415-b0291d81f412.png,0,24,241,2,148
308bf38f-4967-4c6b-83c0-e53fc6fe5933.png,0,3,255,4,252
9aaf40ee-4457-45c9-94d5-5ac8f790bfba.png,0,91,197,75,173
6d141d6c-da29-4642-a33e-311b1dc5780e.png,0,96,194,77,148
474fcc01-756e-4024-b4da-47418d6f2644.png,0,4,252,11,225
28794cb0-f052-44d2-9f77-b952808a38a7.png,0,191,197,65,76
59b6d865-79ff-4de6-941c-bff578faad4d.png,0,36,208,19,137
859dc011-f3ea-4ee8-a0e0-87abdf466ddd.png,0,136,160,216,242
0a8d06eb-f965-4667-9712-8c83d9cb9c4e.png,0,78,186,80,164
df1d78b1-e3f9-41df-84bd-8b4d57cef2bb.png,0,0,253,0,219
aec13165-f037-40a3-9faa-ae4d2edab670.png,0,22,87,15,60
1f21c761-b172-4531-9b18-1a69119dbc6b.png,0,28,223,43,182
83061379-b9a4-4f7a-b49c-a4c146f3e433.png,0,59,170,100,170
8e62c239-bc5f-4bab-b572-074785f9c0da.png,0,62,80,155,170
03ecd678-e600-4c23-8b14-0347739d21bb.png,0,52,77,88,107
a51cfe25-7844-495e-97e6-df4d64ef33fa.png,0,5,154,88,196
e0a797d9-f5d3-4d3f-bdaf-e0103c242676.png,0,101,169,117,152
0f3e4113-f82c-4fca-9f2f-80ef4b14b870.png,0,43,138,72,135
06176a49-9261-42eb-95de-5e33fc1df464.png,0,4,124,18,126
73c73862-4bc2-47e0-b7e7-8ec7e6875d66.png,0,46,200,82,253
e636e8ab-093d-4483-a20f-19623534e1e5.png,0,106,132,112,153
ef930a79-fe05-4fbb-8418-f8fd24e9166d.png,0,9,135,43,136
792b30c6-6227-46c2-8337-764ccb5fcd11.png,0,115,139,100,136
35680aa7-fa7b-4ea8-8c07-25d1c4bf3c18.png,0,62,117,80,120
445146e1-a9ce-408f-b4e1-4cb4097a9d0e.png,0,80,180,51,122
4da20738-7340-49e7-9647-171e34fd6afa.png,0,84,220,23,189
ab13884b-1499-4c38-b362-98c4263a5905.png,0,97,211,77,243
5b4e9567-2451-4d48-a676-dcca8e262bb7.png,0,1,256,43,233
93e310e6-2da1-4c71-96a9-66c7ea0e322d.png,0,56,159,39,104
479fa04e-1e57-47d7-b3ab-82141ccf26f4.png,0,2,208,38,191
028b80e4-46e3-4957-b16a-a7f393addb4a.png,0,21,63,161,230
1fa08524-6bae-4bd1-a0df-5ff171b25b4b.png,0,97,121,45,72
9a82d0fd-0a03-46bc-b414-2900d2df425f.png,0,109,185,123,180
f0eca8b2-9307-4ee7-b30c-6182168d2c0b.png,0,91,192,159,231
6abb98f5-033f-4bc4-a537-4df63fdc656d.png,0,74,164,93,158
f501cd21-316a-405d-9ac4-8c93dcaef061.png,0,108,145,137,166
b9d9881e-804f-4886-b793-b0d07437d24f.png,0,30,228,53,187
a57a7e5d-dd2e-4a89-968d-d1e68e9e1aa1.png,0,57,192,84,187
467db040-b447-4763-a2e3-4dcbc7aa1772.png,0,54,203,36,171
74df76cc-7aea-49c0-a0da-8519dfd1df4f.png,0,68,134,119,163
f84556c0-1c59-43d4-89a6-0954393341f8.png,0,50,198,18,116
60d2d6f3-797b-4a8d-9139-8238e5784d68.png,0,41,252,50,224
ec77bcce-abd8-4793-be06-b6ddc3d9a1fb.png,0,119,149,38,65
46385a7c-5aeb-4d11-ba8c-f6eafff33956.png,0,92,155,147,208
7954af6c-afa5-4151-b802-a5eed6dfd207.png,0,155,208,57,101
3f96f770-2e79-41bc-836f-ad5fae494440.png,0,3,254,5,240
b87ebfaa-b593-404f-a328-dc45ce96014a.png,0,89,193,54,174
fd6586b3-a8e2-4c03-8b72-6d403a0b8217.png,0,239,255,117,156
a4d300f9-7811-4709-b163-759bea03ad6c.png,0,83,247,5,250
f455d96a-be03-455e-b355-1489312f8c05.png,0,79,186,70,154
c873fda0-c2e5-427a-aab3-2d56aed1a8e0.png,0,149,201,102,155
811b2f68-3a99-4609-a01b-8669feb01f33.png,0,108,156,144,178
309bbae9-5cba-43a9-83c4-f0a0df89b19a.png,0,58,200,86,176
08a6ed13-7864-444d-9f3c-d94db7716e43.png,0,68,93,220,239
d065f5d9-c50e-4659-95b4-e70729a9f916.png,0,123,181,80,161
54477367-38b3-46b8-9a77-e6647c170091.png,0,34,74,151,201
6eba24c8-f240-47aa-b774-8cc0350bc562.png,0,6,254,54,207
f5a2ae01-03fa-4719-8806-7ba06478642f.png,0,27,222,84,220
244bf864-e663-4d5f-b759-5bb889a4ceb8.png,0,4,172,6,183
d74ce03f-f76d-4eb2-904d-98362784ece5.png,0,25,183,9,248
c47323c2-3233-4821-b516-40f208805518.png,0,55,212,84,189
db1f1777-3486-472a-a33f-43c5d283f5a0.png,0,91,167,95,168
21fe0854-8f3a-46f7-971c-b2d50b94568e.png,0,116,189,9,118
13cfb359-5e04-41f4-bea6-292885d88c86.png,0,14,76,20,65
2183502d-fdf2-485e-94ce-8c14ae049045.png,0,102,217,10,114
a588aed5-34d0-4de1-95ba-6489fdfabe0c.png,0,97,149,63,97
d8c764e6-cd6f-4a0c-99ce-6dca37f913e3.png,0,98,162,99,143
4d2dd13b-24ac-40ff-a2b7-7c331aed7451.png,0,64,166,71,148
05ff520e-2df2-4ec6-90ae-de7643bb2863.png,0,50,180,85,186
e959d47e-6d6b-4975-b720-187a02b767b5.png,0,78,183,62,124
f97c6a13-8fa3-418c-bed3-bc4f3e5072f0.png,0,87,199,53,122
9b6e7500-ef93-4703-a2b5-ccc0f15c5af3.png,0,28,204,8,130
53c855c0-3e97-4cba-81b5-d594f1a3d804.png,0,0,255,9,228
3577bba8-de39-4f9a-8e77-1734c8bb2d07.png,0,52,180,109,197
c7786930-6f22-4539-91cf-8d5eebb996fc.png,0,34,182,73,176
1b0c539d-3e42-4b3e-9d5f-fca59335e512.png,0,62,238,73,196
1755982a-12ec-49cc-85b6-d8e15ecf59fa.png,0,127,204,7,54
4ab2e9f9-ed29-4435-9af4-611f4fd38d12.png,0,62,103,49,92
12a4fc06-3c8d-4fa8-b5c8-7d6e05abfe56.png,0,51,147,77,139
0d59ac79-1c43-4466-b872-bcab05b69965.png,0,161,191,122,151
e7431276-c537-42d0-a418-0de3ae920830.png,0,112,145,140,168
048e12bd-2424-4418-89a6-fe1210aafeed.png,0,93,153,70,113
0602f92c-2758-49a9-a29d-e153073951bd.png,0,34,141,10,130
4532d201-0c64-42df-bbcd-d22173d1e824.png,0,113,148,140,170
aa4561e5-20e7-4db6-816c-d9d3ce0379c1.png,0,111,157,26,62
707f5340-f469-4784-89a3-37f6d2283b4a.png,0,167,209,112,140
7bd43312-16bc-49e3-a166-d470b55b1d43.png,0,6,254,32,213
249a92e8-03b6-461f-9b01-8e399eaf8f8f.png,0,127,164,107,137
7f2946e8-3bb0-4aba-a4eb-91cab4819600.png,0,56,221,56,180
89138a25-e7b2-4e74-a78b-8788d077f031.png,0,50,206,69,174
cc4a11ad-2a63-4ee2-84e0-50fa6d035b48.png,0,88,219,85,176
ac4a559f-f330-40e8-99cd-360c3933cd6d.png,0,50,240,10,146
84fa11da-5362-4469-9d3f-229de7c239c0.png,0,60,223,115,255
684ca53e-7f43-418f-ae0b-7d62324d1b95.png,0,1,236,41,213
a8401bae-a725-42c1-b8cd-9aede899307d.png,0,11,202,55,192
14c86fce-ca40-461f-973c-bf957aee7ba5.png,0,85,111,125,148
0ab0a4f8-85c3-4c7b-94b7-9a46c7ea84eb.png,0,160,202,107,153
1ec81035-8255-421e-babc-631b0791b028.png,0,42,215,84,199
4285fea6-63f3-44ca-9097-c81bda64d018.png,0,25,159,56,187
f69f85af-3180-49f4-8d84-2d8ab8f50909.png,0,43,84,86,108
14599998-dfc1-422d-a012-2b58785b13e9.png,0,0,0,17,17
84c5a9fb-7151-47b0-b2f0-d1165e119620.png,0,15,236,91,196
d8883ba8-6dab-443d-8d70-e6e522276a1d.png,0,37,73,151,199
c81dc12e-bb02-4f3a-be7e-1a000a140018.png,0,23,235,23,186
9defa8be-322e-4c4f-ba72-dd80a4fef6bf.png,0,2,255,26,234
31493c93-4762-432f-85ab-4ec1e5a3ec84.png,0,165,215,16,57
059d0dd3-0e47-423c-bb70-c559913d1ae8.png,0,69,212,88,184
bf7e4c7d-8bb9-40ff-9cca-1873a75706c4.png,0,154,238,124,173
51c1b9be-23bc-4b82-b19f-779def103855.png,0,1,255,35,249
5edaace2-2e5d-4970-95f3-24038e53a5f5.png,0,42,133,2,37
65094b7d-580a-4f57-8fe8-b0df5291bc5f.png,0,34,197,1,219
aa690b09-8712-416a-8ba5-cbcba504f58b.png,0,47,139,80,186
77fc9780-e75a-4501-ac24-4ccaca842fc1.png,0,53,216,16,127
acac6668-d449-465c-9b2c-76a9ac66a153.png,0,33,232,150,254
0fb7715d-6d5d-4b9e-b545-a2d70ba50a2d.png,0,51,198,62,152
5590aa38-1dee-4459-bff0-5fe9d8d0acdd.png,0,129,168,73,100
f29e3cae-5415-4a95-b74c-b57936190f58.png,0,113,136,101,118
57772235-1aba-4802-b725-d1df3156337a.png,0,91,209,44,121
02918a3f-cfc0-4e94-89bd-27144ec3296c.png,0,82,146,67,116
aeb509c7-4dce-46fd-a61a-f96d1724f8fc.png,0,31,79,147,199
af9161ad-bcf7-407f-a9a1-379cf0dd4c6d.png,0,25,244,51,224
a46d2409-191e-457a-bce1-8906838c1664.png,0,88,219,69,252
82ee0acf-29d7-4b2d-a196-1fc92ff1af09.png,0,48,123,57,109
e27375fc-9505-495f-af6a-a0a54bf5bc26.png,0,98,145,110,144
a811b0dc-f9e9-4be9-a1b5-7471a96207f1.png,0,63,136,21,73
06470899-567a-4184-947f-4381b49031e2.png,0,118,149,189,210
d4c6e4eb-f31d-4c56-be37-b01753c713c8.png,0,8,249,98,210
5cc1b6f6-ab56-4f42-aa89-0b589077add6.png,0,103,182,156,209
1518aa08-5bc4-46b6-a871-619f5c0bfbc8.png,0,14,243,53,209
85c992bf-97a3-40cc-9457-82e70afaaa6b.png,0,89,157,74,121
b0dcb062-90a0-4b11-ad9a-9f28d1e78c0a.png,0,82,148,125,164
301170d7-c8b4-4691-ad7b-75ab207697d7.png,0,29,101,3,57
2d316159-44b0-4c9b-bfd0-3e397b787175.png,0,217,233,101,116
bb50f042-b60e-4d82-9ac8-0723f51d82a5.png,0,68,125,106,188
0677ca24-3e38-4639-9a44-5050fe76ebbf.png,0,84,176,111,222
a77bd227-b2c6-4e25-900e-6a2a04234db5.png,0,114,146,93,114
c2e21014-9c40-4a7a-b1c4-44de8d4fbf6b.png,0,78,188,118,203
e2270a55-5a9b-4faf-a729-0010bacda90a.png,0,153,250,141,202
c3dbb05c-7751-4abe-9025-81d1e5d69772.png,0,241,241,151,151
f8eef686-9ff8-41b6-915f-2d6df0263e5f.png,0,94,183,48,148
94c5c42a-d79c-4514-8cb7-86b303e96fa9.png,0,38,207,72,189
31df0eab-8dfc-4be9-a718-c17516ddd108.png,0,82,205,1,94
21e25453-6523-4af3-a097-6d378bdb0a50.png,0,105,146,143,179
059949e7-a958-44f3-a288-8ef026c57ce9.png,0,91,141,122,165
14484d52-c506-464c-9726-e9eaa7971e11.png,0,69,193,87,163
e11e2ae4-5b58-4c1e-ab8d-f5aa15f57c46.png,0,64,188,76,160
608bff95-bc82-41ee-ae7e-40e344788265.png,0,151,192,107,143
fb32dc38-fde3-4c13-a244-01f7a44b5203.png,0,38,214,84,193
da001b6e-6626-4fce-95d7-3bbebb4385a3.png,0,85,100,227,243
eabd1ce4-27df-4d88-94f9-03f0cfc83e85.png,0,1,235,0,139
9bdc6bd1-79c8-410e-a95c-af4381975f13.png,0,92,170,128,195
7357fff8-0bf6-4e8f-b31d-a7994d3fc2bc.png,0,217,217,108,108
802d3854-c6ea-4562-b619-a4e46ae355e6.png,0,41,206,83,197
a3b2880b-8897-4d3b-a141-87a42b555ae9.png,0,85,172,114,161
185688fc-24b2-4e41-8b4e-e0e65f683174.png,0,4,165,51,166
b94383b0-9811-4227-8108-f0af507688c5.png,0,30,86,16,53
7ebe4574-c23b-4ab2-bc4d-e3f9b61ac8f3.png,0,208,254,109,152
6ec8e892-f186-4233-a1b1-433715532dcd.png,0,1,121,64,152
43c3f5b4-deae-4240-bc30-f8b6d9cbe6f9.png,0,83,154,56,105
7ff33da9-c2f0-4aa5-839c-6f5d4c7f1a16.png,0,89,176,111,173
f1ee92aa-c74c-494b-a1c9-6b633adc26dc.png,0,67,170,100,175
668ae4bd-32eb-4b1f-8712-97c3c7a39294.png,0,20,214,61,186
822586f1-2a02-47a5-8e36-486a5fde3729.png,0,58,188,50,171
4b6e496f-621a-4f97-b8e5-d1396d622b0d.png,0,33,171,97,196
3f79b8b7-33c4-42de-846d-d15737260434.png,0,77,176,87,162
be63acc0-f087-48c1-95c7-6b2e93cc800c.png,0,1,255,30,239
7d888632-1b3e-4193-819b-167023817412.png,0,106,189,82,203
566fd487-f519-4a44-adad-6558de6e110e.png,0,85,129,128,156
49c2dac6-3878-4961-8d80-a09ae416b06c.png,0,27,143,29,106
b20e276d-42cd-4cf4-9e89-47f10314c80d.png,0,15,242,15,176
8db346bd-614e-4689-b66e-237d618720b0.png,0,163,244,31,91
ce19ea31-1283-4493-abb9-109e9840ce20.png,0,80,196,45,148
977de9a3-91cd-48d2-9134-6b493df97639.png,0,89,186,110,248
29de4edb-a173-4412-97e4-ec088b21a443.png,0,106,123,52,68
86c93c53-ff38-486b-b55c-17de7fcb3d53.png,0,-3,254,20,226
db418e19-04c7-4503-a005-4373ac37498e.png,0,52,152,105,191
5fbf923b-b363-4687-8ab5-6e2b22da2cc4.png,0,109,161,121,160
55f8d320-4c42-4748-bd13-eb9d9bf5896c.png,0,52,135,78,190
5a14a122-ac70-47e3-b712-f72e460a43cd.png,0,134,184,109,183
abebbdea-7e25-4453-badd-8388ba012724.png,0,49,248,60,255
